sn,Site,Filename,time_start,time_end,freq_low,freq_high,classid,species,sound_class,GroundTruth,score_initial,score_reinforcement
2695,RSN,RSN_20200507_040000.wav,51521,53571,789,1204,66,Glaucidium brodiei,S-01,1,0.768,0.617
2696,RSN,RSN_20200507_040000.wav,282467,284885,769,1204,66,Glaucidium brodiei,S-01,1,0.3,0.519
2697,RSN,RSN_20200507_040000.wav,372718,373000,799,1204,66,Glaucidium brodiei,S-01,1,0.339,0.251
2698,RSN,RSN_20200507_040000.wav,433250,433986,789,1165,66,Glaucidium brodiei,S-01,1,0.376,0.152
2699,RSN,RSN_20200507_060000.wav,28768,30775,799,1204,66,Glaucidium brodiei,S-01,1,0.633,0.679
2700,RSN,RSN_20200507_060000.wav,82248,82495,295,635,88,Ninox japonica,S-01,0,0.294,0.576
2701,RSN,RSN_20200507_170000.wav,349007,349564,830,1204,66,Glaucidium brodiei,S-01,1,0.106,0
2702,RSN,RSN_20200507_230000.wav,86683,87000,851,1191,66,Glaucidium brodiei,S-01,1,0.445,0.123
2703,RSN,RSN_20200507_230000.wav,94000,94652,841,1191,66,Glaucidium brodiei,S-01,1,0.44,0.23
2704,RSN,RSN_20200508_020000.wav,0,1218,789,1178,66,Glaucidium brodiei,S-01,1,0.646,0.641
2705,RSN,RSN_20200508_020000.wav,282863,284906,789,1165,66,Glaucidium brodiei,S-01,1,0.784,0.606
2706,RSN,RSN_20200508_030000.wav,72018,73995,779,1178,66,Glaucidium brodiei,S-01,1,0.746,0.717
2707,RSN,RSN_20200508_030000.wav,211567,213647,789,1191,66,Glaucidium brodiei,S-01,1,0.739,0.643
2708,RSN,RSN_20200508_030000.wav,231561,232000,830,1191,66,Glaucidium brodiei,S-01,1,0.138,0.663
2709,RSN,RSN_20200508_040000.wav,67062,69000,769,1191,66,Glaucidium brodiei,S-01,1,0.59,0.155
2710,RSN,RSN_20200508_040000.wav,101578,103725,769,1165,66,Glaucidium brodiei,S-01,1,0.586,0.645
2711,RSN,RSN_20200508_060000.wav,6847,8821,789,1191,66,Glaucidium brodiei,S-01,1,0.688,0.659
2712,RSN,RSN_20200508_060000.wav,332860,334839,779,1191,66,Glaucidium brodiei,S-01,1,0.547,0.612
2713,RSN,RSN_20200508_060000.wav,586050,588092,789,1204,66,Glaucidium brodiei,S-01,1,0.455,0.129
2714,RSN,RSN_20200508_170000.wav,565094,565624,249,700,116,Strix nivicolum,S-01,0,0.557,0.432
2715,RSN,RSN_20200508_180000.wav,364519,365000,830,1165,66,Glaucidium brodiei,S-01,1,0.312,0
2716,RSN,RSN_20200508_230000.wav,286899,288142,789,1165,66,Glaucidium brodiei,S-01,1,0.705,0.675
2717,RSN,RSN_20200508_230000.wav,354005,355993,779,1191,66,Glaucidium brodiei,S-01,1,0.359,0.704
2718,RSN,RSN_20200508_230000.wav,534314,535539,799,1165,66,Glaucidium brodiei,S-01,1,0.701,0.626
2719,RSN,RSN_20200509_000000.wav,40000,40633,779,1165,66,Glaucidium brodiei,S-01,1,0.51,0.516
2720,RSN,RSN_20200509_000000.wav,332034,333890,769,1165,66,Glaucidium brodiei,S-01,1,0.698,0.562
2721,RSN,RSN_20200509_000000.wav,371268,372993,779,1140,66,Glaucidium brodiei,S-01,1,0.685,0.684
2722,RSN,RSN_20200509_000000.wav,375989,377451,749,1153,66,Glaucidium brodiei,S-01,1,0.68,0.569
2723,RSN,RSN_20200509_010000.wav,40048,41390,769,1165,66,Glaucidium brodiei,S-01,1,0.346,0.492
2724,RSN,RSN_20200509_010000.wav,67188,68561,769,1153,66,Glaucidium brodiei,S-01,1,0.501,0.329
2725,RSN,RSN_20200509_010000.wav,193000,193165,759,1165,66,Glaucidium brodiei,S-01,1,0.24,0.332
2726,RSN,RSN_20200509_020000.wav,29408,30000,779,1153,66,Glaucidium brodiei,S-01,1,0.523,0
2727,RSN,RSN_20200509_020000.wav,139436,140568,789,1165,66,Glaucidium brodiei,S-01,1,0.398,0.361
2728,RSN,RSN_20200509_020000.wav,444023,445000,779,1178,66,Glaucidium brodiei,S-01,1,0.531,0.526
2729,RSN,RSN_20200509_030000.wav,536128,537998,799,1217,66,Glaucidium brodiei,S-01,1,0.519,0.394
2730,RSN,RSN_20200509_040000.wav,26823,28000,779,1153,66,Glaucidium brodiei,S-01,1,0.172,0.499
2731,RSN,RSN_20200509_060000.wav,55333,55986,133,457,115,Strix leptogrammica,S-01,0,0.322,0
2732,RSN,RSN_20200509_060000.wav,367989,368743,133,481,115,Strix leptogrammica,S-01,0,0.442,0.254
2733,RSN,RSN_20200509_060000.wav,454131,454764,211,513,115,Strix leptogrammica,S-01,0,0.499,0.198
2734,RSN,RSN_20200509_170000.wav,34819,35037,564,841,88,Ninox japonica,S-01,0,0.671,0
2735,RSN,RSN_20200509_170000.wav,38227,38450,564,830,88,Ninox japonica,S-01,0,0.504,0.19
2736,RSN,RSN_20200509_170000.wav,45069,46050,128,497,115,Strix leptogrammica,S-01,0,0.653,0.378
2737,RSN,RSN_20200509_190000.wav,158000,158268,779,1178,66,Glaucidium brodiei,S-01,1,0.455,0.113
2738,RSN,RSN_20200509_190000.wav,295005,297163,769,1178,66,Glaucidium brodiei,S-01,1,0.666,0.702
2739,RSN,RSN_20200509_190000.wav,508403,510693,759,1178,66,Glaucidium brodiei,S-01,1,0.776,0.727
2740,RSN,RSN_20200509_190000.wav,525920,528023,779,1165,66,Glaucidium brodiei,S-01,1,0.821,0.747
2741,RSN,RSN_20200509_190000.wav,571000,571998,799,1140,66,Glaucidium brodiei,S-01,1,0.551,0.55
2742,RSN,RSN_20200509_220000.wav,8103,10002,779,1140,66,Glaucidium brodiei,S-01,1,0.528,0.396
2743,RSN,RSN_20200509_220000.wav,422886,425009,759,1165,66,Glaucidium brodiei,S-01,1,0.477,0.74
2744,RSN,RSN_20200509_230000.wav,144989,146000,789,1140,66,Glaucidium brodiei,S-01,1,0.441,0.62
2745,RSN,RSN_20200509_230000.wav,491000,491638,779,1140,66,Glaucidium brodiei,S-01,0,0.296,0.131
2746,RSN,RSN_20200509_230000.wav,501034,503339,739,1204,66,Glaucidium brodiei,S-01,1,0.746,0.729
2747,RSN,RSN_20200510_040000.wav,273507,274759,789,1178,66,Glaucidium brodiei,S-01,1,0.36,0.113
2748,RSN,RSN_20200510_040000.wav,375000,376023,810,1191,66,Glaucidium brodiei,S-01,1,0.559,0.49
2749,RSN,RSN_20200510_040000.wav,382696,384821,779,1191,66,Glaucidium brodiei,S-01,1,0.79,0.704
2750,RSN,RSN_20200510_040000.wav,448007,449280,820,1204,66,Glaucidium brodiei,S-01,1,0.109,0
2751,RSN,RSN_20200510_040000.wav,570649,572727,759,1191,66,Glaucidium brodiei,S-01,1,0.783,0.739
2752,RSN,RSN_20200510_050000.wav,110438,110782,720,1230,98,Otus lettia,S-01,0,0.35,0
2753,RSN,RSN_20200510_050000.wav,150917,151000,223,617,116,Strix nivicolum,S-01,0,0.182,0
2754,RSN,RSN_20200510_050000.wav,169456,170252,269,635,115,Strix leptogrammica,S-01,1,0.829,0.766
2755,RSN,RSN_20200510_050000.wav,504706,505780,769,1178,66,Glaucidium brodiei,S-01,0,0.39,0
2756,RSN,RSN_20200510_180000.wav,408296,408516,573,841,88,Ninox japonica,S-01,0,0.293,0.222
2757,RSN,RSN_20200510_180000.wav,472151,474059,841,1243,66,Glaucidium brodiei,S-01,1,0.116,0
2758,RSN,RSN_20200510_200000.wav,377897,378000,236,599,115,Strix leptogrammica,S-01,0,0.206,0
2759,RSN,RSN_20200510_200000.wav,450729,451596,230,564,115,Strix leptogrammica,S-01,1,0.605,0.509
2760,RSN,RSN_20200510_200000.wav,544576,545482,230,555,115,Strix leptogrammica,S-01,1,0.827,0.756
2761,RSN,RSN_20200510_200000.wav,584142,585023,230,547,115,Strix leptogrammica,S-01,1,0.822,0.696
2762,RSN,RSN_20200510_210000.wav,439124,439704,269,564,115,Strix leptogrammica,S-01,1,0.756,0.404
2763,RSN,RSN_20200510_220000.wav,346447,346972,302,617,115,Strix leptogrammica,S-01,1,0.855,0.772
2764,RSN,RSN_20200510_220000.wav,383596,384161,316,626,115,Strix leptogrammica,S-01,1,0.875,0.749
2765,RSN,RSN_20200510_220000.wav,523437,524016,282,573,115,Strix leptogrammica,S-01,1,0.617,0
2766,RSN,RSN_20200510_220000.wav,570745,571229,275,700,116,Strix nivicolum,S-01,0,0.551,0.72
2767,RSN,RSN_20200511_000000.wav,384800,385000,789,1191,66,Glaucidium brodiei,S-01,1,0.366,0.59
2768,RSN,RSN_20200511_010000.wav,562007,562956,749,1128,66,Glaucidium brodiei,S-01,1,0.131,0.23
2769,RSN,RSN_20200511_010000.wav,582137,583615,769,1153,66,Glaucidium brodiei,S-01,1,0.427,0.556
2770,RSN,RSN_20200511_020000.wav,35007,37032,769,1204,66,Glaucidium brodiei,S-01,1,0.749,0.706
2771,RSN,RSN_20200511_020000.wav,262794,263000,799,1191,66,Glaucidium brodiei,S-01,1,0.613,0.548
2772,RSN,RSN_20200511_020000.wav,338428,340622,759,1191,66,Glaucidium brodiei,S-01,1,0.567,0.622
2773,RSN,RSN_20200511_020000.wav,359490,361000,759,1178,66,Glaucidium brodiei,S-01,1,0.525,0.532
2774,RSN,RSN_20200511_060000.wav,119000,119584,851,1230,66,Glaucidium brodiei,S-01,1,0.543,0
2775,RSN,RSN_20200511_060000.wav,119410,120000,851,1217,66,Glaucidium brodiei,S-01,0,0.23,0
2776,RSN,RSN_20200511_190000.wav,24684,25000,830,1191,66,Glaucidium brodiei,S-01,1,0.499,0.401
2777,RSN,RSN_20200512_000000.wav,503587,503787,564,851,88,Ninox japonica,S-01,0,0.466,0.189
2778,RSN,RSN_20200512_010000.wav,32000,32254,779,1153,66,Glaucidium brodiei,S-01,1,0.294,0.371
2779,RSN,RSN_20200512_010000.wav,242000,244577,779,1165,66,Glaucidium brodiei,S-01,1,0.396,0.68
2780,RSN,RSN_20200512_010000.wav,287415,288000,789,1153,66,Glaucidium brodiei,S-01,1,0.369,0.71
2781,RSN,RSN_20200512_010000.wav,481753,484002,749,1165,66,Glaucidium brodiei,S-01,1,0.762,0.66
2782,RSN,RSN_20200512_020000.wav,220007,222009,779,1165,66,Glaucidium brodiei,S-01,1,0.55,0.357
2783,RSN,RSN_20200512_030000.wav,245908,248011,769,1191,66,Glaucidium brodiei,S-01,1,0.629,0.712
2784,RSN,RSN_20200512_030000.wav,365518,366000,779,1178,66,Glaucidium brodiei,S-01,1,0.785,0.739
2785,RSN,RSN_20200512_030000.wav,388000,388789,810,1140,66,Glaucidium brodiei,S-01,1,0.668,0.537
2786,RSN,RSN_20200512_040000.wav,456634,458000,789,1243,66,Glaucidium brodiei,S-01,1,0.278,0.1
2787,RSN,RSN_20200512_050000.wav,14922,15410,139,481,115,Strix leptogrammica,S-01,0,0.748,0
2788,RSN,RSN_20200512_050000.wav,356746,357000,151,481,115,Strix leptogrammica,S-01,0,0.54,0
2789,RSN,RSN_20200512_050000.wav,425483,426190,145,481,115,Strix leptogrammica,S-01,0,0.751,0
2790,RSN,RSN_20200512_050000.wav,477920,478572,162,481,115,Strix leptogrammica,S-01,0,0.657,0
2791,RSN,RSN_20200512_050000.wav,523486,524009,162,505,115,Strix leptogrammica,S-01,0,0.802,0.123
2792,RSN,RSN_20200512_190000.wav,427847,429000,1191,1718,101,Otus spilocephalus,S-01,0,0.369,0
2793,RSN,RSN_20200513_190000.wav,32000,32460,820,1153,66,Glaucidium brodiei,S-01,1,0.566,0
2794,RSN,RSN_20200514_020000.wav,13356,13542,555,1103,98,Otus lettia,S-01,0,0.24,0
2795,RSN,RSN_20200514_030000.wav,37615,39725,779,1178,66,Glaucidium brodiei,S-01,1,0.63,0.514
2796,RSN,RSN_20200514_030000.wav,363929,365933,769,1178,66,Glaucidium brodiei,S-01,1,0.262,0.358
2797,RSN,RSN_20200514_030000.wav,436828,437000,769,1165,66,Glaucidium brodiei,S-01,1,0.114,0.339
2798,RSN,RSN_20200514_030000.wav,478009,479000,789,1165,66,Glaucidium brodiei,S-01,1,0.198,0.122
2799,RSN,RSN_20200514_040000.wav,56631,56821,573,841,88,Ninox japonica,S-01,1,0.769,0.606
2800,RSN,RSN_20200514_040000.wav,65317,65532,538,841,88,Ninox japonica,S-01,0,0.482,0
2801,RSN,RSN_20200514_040000.wav,140748,140975,564,851,88,Ninox japonica,S-01,1,0.684,0
2802,RSN,RSN_20200514_040000.wav,142320,142521,573,841,88,Ninox japonica,S-01,1,0.733,0.552
2803,RSN,RSN_20200514_040000.wav,326899,327119,573,851,88,Ninox japonica,S-01,1,0.582,0.536
2804,RSN,RSN_20200514_040000.wav,343883,344126,555,851,88,Ninox japonica,S-01,1,0.581,0.517
2805,RSN,RSN_20200514_040000.wav,538335,538522,564,841,88,Ninox japonica,S-01,0,0.445,0
2806,RSN,RSN_20200514_060000.wav,270055,271679,799,1191,66,Glaucidium brodiei,S-01,1,0.301,0.11
2807,RSN,RSN_20200514_060000.wav,297589,297830,395,739,88,Ninox japonica,S-01,0,0.313,0
2808,RSN,RSN_20200514_060000.wav,339000,340000,779,1178,66,Glaucidium brodiei,S-01,1,0.647,0.596
2809,RSN,RSN_20200514_060000.wav,435615,436000,820,1191,66,Glaucidium brodiei,S-01,1,0.522,0
2810,RSN,RSN_20200514_190000.wav,298000,299000,789,1165,66,Glaucidium brodiei,S-01,1,0.642,0.446
2811,RSN,RSN_20200514_190000.wav,529526,530000,789,1217,66,Glaucidium brodiei,S-01,1,0.565,0.556
2812,RSN,RSN_20200515_030000.wav,107867,108067,530,799,88,Ninox japonica,S-01,1,0.766,0.647
2813,RSN,RSN_20200515_030000.wav,108475,108700,530,830,88,Ninox japonica,S-01,1,0.794,0.659
2814,RSN,RSN_20200515_030000.wav,159273,159493,530,820,88,Ninox japonica,S-01,0,0.391,0.392
2815,RSN,RSN_20200515_030000.wav,172760,172968,555,830,88,Ninox japonica,S-01,0,0.651,0.396
2816,RSN,RSN_20200515_030000.wav,371465,371679,555,830,88,Ninox japonica,S-01,0,0.227,0
2817,RSN,RSN_20200515_040000.wav,10023,11739,810,1230,66,Glaucidium brodiei,S-01,1,0.313,0.422
2818,RSN,RSN_20200515_040000.wav,459213,461016,830,1230,66,Glaucidium brodiei,S-01,1,0.649,0.653
2819,RSN,RSN_20200515_040000.wav,555265,557526,749,1178,66,Glaucidium brodiei,S-01,1,0.676,0.682
2820,RSN,RSN_20200515_050000.wav,281641,283849,759,1191,66,Glaucidium brodiei,S-01,1,0.593,0.341
2821,RSN,RSN_20200515_060000.wav,341128,343149,769,1191,66,Glaucidium brodiei,S-01,1,0.437,0.333
2822,RSN,RSN_20200515_060000.wav,459011,460271,789,1178,66,Glaucidium brodiei,S-01,1,0.77,0.708
2823,RSN,RSN_20200515_190000.wav,158812,159993,789,1191,66,Glaucidium brodiei,S-01,1,0.536,0.528
2824,RSN,RSN_20200515_210000.wav,39913,40119,590,851,88,Ninox japonica,S-01,0,0.156,0
2825,RSN,RSN_20200516_030000.wav,181572,181780,573,841,88,Ninox japonica,S-01,0,0.235,0
2826,RSN,RSN_20200516_040000.wav,75611,76126,236,547,115,Strix leptogrammica,S-01,0,0.403,0
2827,RSN,RSN_20200516_050000.wav,160325,162579,769,1204,66,Glaucidium brodiei,S-01,1,0.647,0.561
2828,RSN,RSN_20200516_050000.wav,414799,416778,799,1204,66,Glaucidium brodiei,S-01,1,0.217,0.492
2829,RSN,RSN_20200516_050000.wav,544947,547119,779,1217,66,Glaucidium brodiei,S-01,1,0.729,0.542
2830,RSN,RSN_20200516_060000.wav,168445,168677,344,672,88,Ninox japonica,S-01,0,0.625,0
2831,RSN,RSN_20200517_040000.wav,571771,572954,729,1165,66,Glaucidium brodiei,S-01,1,0.255,0.517
2832,RSN,RSN_20200518_020000.wav,16447,16670,555,830,88,Ninox japonica,S-01,0,0.408,0
2833,RSN,RSN_20200518_030000.wav,268853,269053,564,830,88,Ninox japonica,S-01,0,0.208,0
2834,RSN,RSN_20200518_040000.wav,85060,85342,635,1191,98,Otus lettia,S-01,0,0.497,0
2835,RSN,RSN_20200518_060000.wav,467840,468197,344,769,116,Strix nivicolum,S-01,0,0.628,0.511
2836,RSN,RSN_20200518_170000.wav,102478,103000,820,1230,66,Glaucidium brodiei,S-01,1,0.389,0.133
2837,RSN,RSN_20200518_170000.wav,347362,348000,769,1140,66,Glaucidium brodiei,S-01,1,0.437,0.152
2838,RSN,RSN_20200518_180000.wav,321201,322794,749,1191,66,Glaucidium brodiei,S-01,1,0.826,0.746
2839,RSN,RSN_20200518_190000.wav,513000,513372,799,1178,66,Glaucidium brodiei,S-01,1,0.469,0.334
2840,RSN,RSN_20200519_000000.wav,540651,540879,555,830,88,Ninox japonica,S-01,0,0.631,0
2841,RSN,RSN_20200519_010000.wav,23229,23628,269,710,116,Strix nivicolum,S-01,0,0.243,0.222
2842,RSN,RSN_20200519_010000.wav,351310,351525,555,830,88,Ninox japonica,S-01,0,0.327,0
2843,RSN,RSN_20200520_060000.wav,506378,507009,122,449,115,Strix leptogrammica,S-01,0,0.428,0
2844,RSN,RSN_20200520_200000.wav,331477,331700,547,830,88,Ninox japonica,S-01,0,0.51,0.11
2845,RSN,RSN_20200521_060000.wav,358018,359000,841,1191,66,Glaucidium brodiei,S-01,1,0.284,0
2846,RSN,RSN_20200521_060000.wav,366745,367000,810,1178,66,Glaucidium brodiei,S-01,1,0.427,0.583
2847,RSN,RSN_20200521_060000.wav,517419,518023,174,497,115,Strix leptogrammica,S-01,0,0.355,0
2848,RSN,RSN_20200525_040000.wav,127115,127323,555,830,88,Ninox japonica,S-01,0,0.409,0
2849,RSN,RSN_20200525_050000.wav,200261,203243,779,1325,66,Glaucidium brodiei,S-01,0,0.65,0
2850,RSN,RSN_20200525_180000.wav,216341,216705,5632,7677,116,Strix nivicolum,S-01,0,0.103,0
2851,RSN,RSN_20200526_010000.wav,112683,113000,810,1230,66,Glaucidium brodiei,S-01,0,0.33,0
2852,RSN,RSN_20200526_060000.wav,21186,23298,769,1204,66,Glaucidium brodiei,S-01,1,0.566,0.38
2853,RSN,RSN_20200527_010000.wav,200466,200766,644,1066,98,Otus lettia,S-01,0,0.393,0
2854,RSN,RSN_20200527_060000.wav,386383,386608,380,681,88,Ninox japonica,S-01,0,0.569,0.145
2855,RSN,RSN_20200527_220000.wav,317014,318727,769,1325,66,Glaucidium brodiei,S-01,0,0.375,0.101
2856,RSN,RSN_20200529_060000.wav,192179,194167,789,1204,66,Glaucidium brodiei,S-01,1,0.492,0.626
2857,RSN,RSN_20200529_230000.wav,10367,11000,1367,1751,101,Otus spilocephalus,S-01,1,0.164,0
2858,RSN,RSN_20200530_020000.wav,140513,140945,269,720,116,Strix nivicolum,S-01,0,0.6,0
2859,RSN,RSN_20200530_190000.wav,495000,496000,769,1191,66,Glaucidium brodiei,S-01,1,0.25,0.13
2860,RSN,RSN_20200530_210000.wav,505450,507579,810,1204,66,Glaucidium brodiei,S-01,1,0.294,0.163
2861,RSN,RSN_20200531_050000.wav,123746,123973,366,681,88,Ninox japonica,S-01,0,0.676,0.285
2862,RSN,RSN_20200531_220000.wav,416243,418319,779,1191,66,Glaucidium brodiei,S-01,1,0.624,0.557
2863,RSN,RSN_20200531_220000.wav,447677,448000,810,1178,66,Glaucidium brodiei,S-01,1,0.522,0.363
2864,RSN,RSN_20200601_060000.wav,394755,395140,358,720,116,Strix nivicolum,S-01,0,0.828,0.805
2865,RSN,RSN_20200601_220000.wav,335000,335920,810,1204,66,Glaucidium brodiei,S-01,1,0.366,0.197
2866,RSN,RSN_20200602_010000.wav,116525,117000,799,1178,66,Glaucidium brodiei,S-01,1,0.528,0.24
2867,RSN,RSN_20200602_210000.wav,269309,270800,769,1165,66,Glaucidium brodiei,S-01,1,0.345,0.134
2868,RSN,RSN_20200602_210000.wav,282968,285016,769,1178,66,Glaucidium brodiei,S-01,1,0.608,0.5
2869,RSN,RSN_20200602_210000.wav,363881,365718,779,1178,66,Glaucidium brodiei,S-01,1,0.426,0.445
2870,RSN,RSN_20200602_220000.wav,22000,23497,820,1204,66,Glaucidium brodiei,S-01,1,0.327,0.317
2871,RSN,RSN_20200602_220000.wav,580961,582066,769,1153,66,Glaucidium brodiei,S-01,1,0.706,0.739
2872,RSN,RSN_20200602_230000.wav,498714,500142,759,1165,66,Glaucidium brodiei,S-01,1,0.559,0.423
2873,RSN,RSN_20200603_000000.wav,145553,146000,789,1153,66,Glaucidium brodiei,S-01,1,0.494,0.585
2874,RSN,RSN_20200603_000000.wav,521968,523961,779,1191,66,Glaucidium brodiei,S-01,1,0.681,0.662
2875,RSN,RSN_20200603_030000.wav,557933,558119,590,851,88,Ninox japonica,S-01,0,0.665,0.212
2876,RSN,RSN_20200603_190000.wav,515844,516243,672,1153,98,Otus lettia,S-01,0,0.22,0
2877,RSN,RSN_20200603_190000.wav,555822,557899,759,1165,66,Glaucidium brodiei,S-01,1,0.543,0.692
2878,RSN,RSN_20200603_210000.wav,189467,190615,769,1178,66,Glaucidium brodiei,S-01,1,0.708,0.595
2879,RSN,RSN_20200603_210000.wav,461021,462589,779,1178,66,Glaucidium brodiei,S-01,1,0.486,0.665
2880,RSN,RSN_20200603_220000.wav,102920,104259,883,1257,66,Glaucidium brodiei,S-01,1,0.545,0.445
2881,RSN,RSN_20200603_220000.wav,277311,279531,799,1165,66,Glaucidium brodiei,S-01,1,0.446,0.428
2882,RSN,RSN_20200603_220000.wav,431649,433869,749,1191,66,Glaucidium brodiei,S-01,1,0.741,0.713
2883,RSN,RSN_20200603_230000.wav,14502,15938,739,1204,66,Glaucidium brodiei,S-01,1,0.789,0.692
2884,RSN,RSN_20200604_010000.wav,236622,237000,820,1191,66,Glaucidium brodiei,S-01,1,0.209,0
2885,RSN,RSN_20200604_010000.wav,389661,391000,820,1165,66,Glaucidium brodiei,S-01,1,0.347,0.304
2886,RSN,RSN_20200604_020000.wav,88688,88959,700,1140,98,Otus lettia,S-01,0,0.25,0
2887,RSN,RSN_20200604_020000.wav,523245,523562,663,1153,98,Otus lettia,S-01,0,0.283,0
2888,RSN,RSN_20200604_180000.wav,233801,234000,555,830,88,Ninox japonica,S-01,0,0.135,0.365
2889,RSN,RSN_20200604_190000.wav,365034,367009,759,1191,66,Glaucidium brodiei,S-01,1,0.188,0.25
2890,RSN,RSN_20200604_190000.wav,401833,403943,789,1297,66,Glaucidium brodiei,S-01,1,0.851,0.752
2891,RSN,RSN_20200604_190000.wav,404000,404337,820,1230,66,Glaucidium brodiei,S-01,1,0.538,0.256
2892,RSN,RSN_20200604_190000.wav,407000,407439,799,1257,66,Glaucidium brodiei,S-01,1,0.563,0.404
2893,RSN,RSN_20200604_200000.wav,258730,260106,769,1191,66,Glaucidium brodiei,S-01,1,0.647,0.619
2894,RSN,RSN_20200604_200000.wav,436478,438617,789,1191,66,Glaucidium brodiei,S-01,1,0.481,0.205
2895,RSN,RSN_20200604_200000.wav,488144,490249,789,1178,66,Glaucidium brodiei,S-01,1,0.534,0.459
2896,RSN,RSN_20200604_220000.wav,215021,216973,810,1191,66,Glaucidium brodiei,S-01,1,0.655,0.619
2897,RSN,RSN_20200604_220000.wav,424581,425000,799,1165,66,Glaucidium brodiei,S-01,1,0.504,0.21
2898,RSN,RSN_20200604_230000.wav,102000,102206,810,1178,66,Glaucidium brodiei,S-01,1,0.27,0
2899,RSN,RSN_20200605_000000.wav,283737,283924,581,851,88,Ninox japonica,S-01,0,0.376,0.126
2900,RSN,RSN_20200605_010000.wav,352000,353993,810,1230,66,Glaucidium brodiei,S-01,1,0.164,0.227
2901,RSN,RSN_20200605_020000.wav,312000,313634,759,1217,66,Glaucidium brodiei,S-01,0,0.108,0.384
2902,RSN,RSN_20200605_020000.wav,526612,527973,779,1153,66,Glaucidium brodiei,S-01,1,0.626,0.675
2903,RSN,RSN_20200605_040000.wav,511716,513099,1297,1768,101,Otus spilocephalus,S-01,1,0.514,0.121
2904,RSN,RSN_20200605_170000.wav,588000,588124,573,810,88,Ninox japonica,S-01,0,0.264,0
2905,RSN,RSN_20200605_190000.wav,289601,290000,779,1178,66,Glaucidium brodiei,S-01,1,0.781,0.713
2906,RSN,RSN_20200605_190000.wav,509071,511000,759,1178,66,Glaucidium brodiei,S-01,1,0.385,0.45
2907,RSN,RSN_20200605_210000.wav,468561,469000,820,1178,66,Glaucidium brodiei,S-01,1,0.449,0.301
2908,RSN,RSN_20200605_210000.wav,477525,478000,769,1165,66,Glaucidium brodiei,S-01,1,0.564,0.56
2909,RSN,RSN_20200605_210000.wav,483773,484000,799,1178,66,Glaucidium brodiei,S-01,1,0.333,0
2910,RSN,RSN_20200605_210000.wav,487341,489493,769,1165,66,Glaucidium brodiei,S-01,1,0.723,0.628
2911,RSN,RSN_20200605_220000.wav,137778,140000,749,1191,66,Glaucidium brodiei,S-01,1,0.419,0.562
2912,RSN,RSN_20200605_220000.wav,280069,281739,769,1165,66,Glaucidium brodiei,S-01,1,0.484,0.564
2913,RSN,RSN_20200606_000000.wav,18000,18413,779,1243,66,Glaucidium brodiei,S-01,1,0.546,0.728
2914,RSN,RSN_20200606_000000.wav,81000,81680,779,1257,66,Glaucidium brodiei,S-01,1,0.717,0.544
2915,RSN,RSN_20200606_000000.wav,148000,149940,749,1204,66,Glaucidium brodiei,S-01,1,0.263,0.152
2916,RSN,RSN_20200606_000000.wav,451439,452876,779,1191,66,Glaucidium brodiei,S-01,1,0.594,0.687
2917,RSN,RSN_20200606_000000.wav,575000,575392,799,1191,66,Glaucidium brodiei,S-01,1,0.465,0.34
2918,RSN,RSN_20200606_050000.wav,350810,351037,373,663,88,Ninox japonica,S-01,0,0.582,0.291
2919,RSN,RSN_20200606_060000.wav,7178,7529,380,739,116,Strix nivicolum,S-01,0,0.154,0
2920,RSN,RSN_20200606_170000.wav,314000,314336,779,1140,66,Glaucidium brodiei,S-01,0,0.297,0
2921,RSN,RSN_20200606_190000.wav,261892,263190,810,1284,66,Glaucidium brodiei,S-01,1,0.767,0.689
2922,RSN,RSN_20200606_190000.wav,545213,546382,789,1178,66,Glaucidium brodiei,S-01,1,0.713,0.476
2923,RSN,RSN_20200606_210000.wav,233224,234000,1339,1854,101,Otus spilocephalus,S-01,0,0.723,0.148
2924,RSN,RSN_20200607_010000.wav,286507,288000,799,1191,66,Glaucidium brodiei,S-01,1,0.396,0.541
2925,RSN,RSN_20200607_040000.wav,118000,120000,820,1191,66,Glaucidium brodiei,S-01,1,0.286,0.16
2926,RSN,RSN_20200607_060000.wav,240525,240844,388,789,116,Strix nivicolum,S-01,0,0.505,0.159
